City,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO 1st Max Value,CO 1st Max Hour,CO AQI
Tucson,9.666667,35,22,33,0.038,12,32,1,0,1,0.4,23,5
Tucson,5.875,14,22,13,0.039,10,33,3,2,4,0.4,0,5
Tucson,11.083333,36,22,34,0.042,11,36,2,22,3,0.3,23,3
Tucson,11.75,34,7,32,0.044,9,37,4,6,6,0.5,7,6
Tucson,6.708333,18,18,17,0.05,9,42,3,6,4,0.2,0,2
Tucson,15.130435,42,19,40,0.049,10,42,1,0,1,0.5,21,6
Tucson,19.291667,41,18,39,0.044,10,37,1,0,1,0.6,23,7
Tucson,11.708333,30,23,28,0.044,9,37,2,23,3,0.5,0,6
Tucson,13.125,35,21,33,0.052,10,44,3,16,4,0.5,0,6
Tucson,13.375,37,21,35,0.048,10,41,3,5,4,0.4,0,5
Tucson,18.75,38,19,36,0.043,10,36,4,10,6,0.8,22,9
Tucson,16.875,32,0,30,0.045,10,38,2,12,3,0.9,0,10
Tucson,16.666667,41,19,39,0.04,10,34,5,21,7,0.5,0,6
Tucson,22.166667,39,19,37,0.041,10,35,3,11,4,0.8,22,9
Tucson,20.125,42,18,40,0.042,10,36,4,18,6,1.1,23,13
Tucson,17.5,35,19,33,0.045,9,38,4,11,6,1.1,0,13
Tucson,2.833333,7,17,7,0.03,8,25,3,0,4,0.5,0,6
Tucson,3.583333,9,18,8,0.032,9,27,3,0,4,0.3,0,3
Tucson,5.478261,10,12,9,0.024,8,20,2,0,3,0.4,19,5
Tucson,11.666667,21,10,20,0.029,21,25,2,0,3,0.6,11,7
Tucson,14.875,40,20,38,0.031,10,26,3,8,4,0.6,21,7
Tucson,23.333333,42,22,40,0.039,10,33,3,8,4,0.7,0,8
Tucson,22.333333,50,19,47,0.04,10,34,4,14,6,0.9,21,10
Tucson,15.5,45,19,42,0.041,10,35,5,14,7,1,0,11
Tucson,18.25,46,18,43,0.04,9,34,6,16,9,0.8,22,9
Tucson,16.208333,41,18,39,0.034,9,29,5,18,7,0.8,0,9
Tucson,13.833333,24,20,23,0.034,9,29,4,8,6,0.8,0,9
Tucson,12.05,27,18,25,0.027,22,23,2,0,3,0.5,0,6
Tucson,10.708333,33,19,31,0.032,9,27,2,0,3,0.6,23,7
Tucson,11.958333,23,22,22,0.028,8,24,1,0,1,0.6,0,7
Tucson,8.125,17,9,16,0.036,20,31,3,17,4,0.5,0,6
Tucson,12.5,38,18,36,0.034,8,29,4,13,6,0.7,22,8
Tucson,16.956522,33,18,31,0.038,9,32,4,14,6,0.7,0,8
Tucson,21.583333,42,18,40,0.035,9,30,3,8,4,0.7,8,8
Tucson,16.958333,38,19,36,0.038,10,32,4,21,6,1,23,11
Tucson,13.916667,29,14,27,0.027,22,23,3,0,4,1,0,11
Tucson,11.208333,33,20,31,0.038,8,32,3,0,4,1.1,23,13
Tucson,15.041667,41,18,39,0.037,9,31,3,0,4,1.3,2,15
Tucson,9.958333,24,7,23,0.04,10,34,5,18,7,1.2,0,14
Tucson,16.73913,41,19,39,0.04,9,34,3,0,4,0.8,23,9
Tucson,21.958333,40,19,38,0.034,9,29,3,0,4,0.9,0,10
Tucson,22.666667,38,21,36,0.027,8,23,4,13,6,0.7,0,8
Tucson,21.875,32,17,30,0.027,9,23,3,9,4,0.5,8,6
Tucson,13.833333,25,22,24,0.023,10,19,3,20,4,0.3,0,3
Tucson,13.5,27,0,25,0.036,10,31,4,11,6,0.4,0,5
